Alert ID,Ticker,Description,Time
261015309,"BINANCE:ALICEUSDTPERP, 15m",ticker:ALICEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:17.536;timenow:2021-08-24T08:01:40Z,2021-08-24T08:01:40.000Z
261017678,"BINANCE:ALPHAUSDTPERP, 15m",ticker:ALPHAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1518;timenow:2021-08-24T08:01:17Z,2021-08-24T08:01:17.000Z
261019454,"BINANCE:SKLUSDTPERP, 15m",ticker:SKLUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.37638;timenow:2021-08-24T07:51:43Z,2021-08-24T07:51:43.000Z
261016731,"BINANCE:ALGOUSDTPERP, 15m",ticker:ALGOUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1572;timenow:2021-08-24T07:48:07Z,2021-08-24T07:48:07.000Z
261015772,"BINANCE:ATOMUSDTPERP, 15m",ticker:ATOMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:21.798;timenow:2021-08-24T07:47:59Z,2021-08-24T07:47:59.000Z
261016431,"BINANCE:UNIUSDTPERP, 15m",ticker:UNIUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:29.213;timenow:2021-08-24T07:45:43Z,2021-08-24T07:45:43.000Z
261018229,"BINANCE:BTTUSDTPERP, 15m",ticker:BTTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.004521;timenow:2021-08-24T07:42:21Z,2021-08-24T07:42:21.000Z
261016601,"BINANCE:VETUSDTPERP, 15m",ticker:VETUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.13258;timenow:2021-08-24T07:38:59Z,2021-08-24T07:38:59.000Z
261018539,"BINANCE:BALUSDTPERP, 15m",ticker:BALUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:30.848;timenow:2021-08-24T07:35:10Z,2021-08-24T07:35:10.000Z
261015772,"BINANCE:ATOMUSDTPERP, 15m",ticker:ATOMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:21.801;timenow:2021-08-24T07:30:00Z,2021-08-24T07:30:00.000Z
261015309,"BINANCE:ALICEUSDTPERP, 15m",ticker:ALICEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:17.549;timenow:2021-08-24T07:25:12Z,2021-08-24T07:25:12.000Z
261016074,"BINANCE:TLMUSDTPERP, 15m",ticker:TLMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.3023;timenow:2021-08-24T07:24:12Z,2021-08-24T07:24:12.000Z
261017375,"BINANCE:BZRXUSDTPERP, 15m",ticker:BZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.4519;timenow:2021-08-24T07:21:28Z,2021-08-24T07:21:28.000Z
261018766,"BINANCE:ONEUSDTPERP, 15m",ticker:ONEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.11599;timenow:2021-08-24T07:19:13Z,2021-08-24T07:19:13.000Z
261015772,"BINANCE:ATOMUSDTPERP, 15m",ticker:ATOMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:21.8;timenow:2021-08-24T07:17:42Z,2021-08-24T07:17:42.000Z
261018457,"BINANCE:UNFIUSDTPERP, 15m",ticker:UNFIUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:14.931;timenow:2021-08-24T07:15:16Z,2021-08-24T07:15:16.000Z
261015185,"BINANCE:XRPUSDTPERP, 15m",ticker:XRPUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.2605;timenow:2021-08-24T07:13:48Z,2021-08-24T07:13:48.000Z
261015036,"BINANCE:ETHUSDTPERP, 15m",ticker:ETHUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:3356.5;timenow:2021-08-24T07:06:21Z,2021-08-24T07:06:21.000Z
261016040,"BINANCE:BCHUSDTPERP, 15m",ticker:BCHUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:681.72;timenow:2021-08-24T07:03:06Z,2021-08-24T07:03:06.000Z
261016282,"BINANCE:OCEANUSDTPERP, 15m",ticker:OCEANUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.96419;timenow:2021-08-24T07:00:17Z,2021-08-24T07:00:17.000Z
261015630,"BINANCE:EOSUSDTPERP, 15m",ticker:EOSUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:5.619;timenow:2021-08-24T06:59:24Z,2021-08-24T06:59:24.000Z
261016282,"BINANCE:OCEANUSDTPERP, 15m",ticker:OCEANUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.96428;timenow:2021-08-24T06:57:41Z,2021-08-24T06:57:41.000Z
261015813,"BINANCE:SANDUSDTPERP, 15m",ticker:SANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.67648;timenow:2021-08-24T06:54:47Z,2021-08-24T06:54:47.000Z
261016431,"BINANCE:UNIUSDTPERP, 15m",ticker:UNIUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:29.218;timenow:2021-08-24T06:48:33Z,2021-08-24T06:48:33.000Z
261016768,"BINANCE:SRMUSDTPERP, 15m",ticker:SRMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:7.563;timenow:2021-08-24T06:48:23Z,2021-08-24T06:48:23.000Z
261019229,"BINANCE:LRCUSDTPERP, 15m",ticker:LRCUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:0.50424;timenow:2021-08-24T06:47:57Z,2021-08-24T06:47:57.000Z
261015002,"BINANCE:BTCUSDTPERP, 15m",ticker:BTCUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:49712.28;timenow:2021-08-24T06:45:05Z,2021-08-24T06:45:05.000Z
261015725,"BINANCE:FILUSDTPERP, 15m",ticker:FILUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:80;timenow:2021-08-24T06:39:13Z,2021-08-24T06:39:13.000Z
261017375,"BINANCE:BZRXUSDTPERP, 15m",ticker:BZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.452;timenow:2021-08-24T06:38:53Z,2021-08-24T06:38:53.000Z
261018897,"BINANCE:EGLDUSDTPERP, 15m",ticker:EGLDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:152.06;timenow:2021-08-24T06:35:02Z,2021-08-24T06:35:02.000Z
261015813,"BINANCE:SANDUSDTPERP, 15m",ticker:SANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.6766;timenow:2021-08-24T06:34:57Z,2021-08-24T06:34:57.000Z
261015002,"BINANCE:BTCUSDTPERP, 15m",ticker:BTCUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:49708.96;timenow:2021-08-24T06:33:11Z,2021-08-24T06:33:11.000Z
261018229,"BINANCE:BTTUSDTPERP, 15m",ticker:BTTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.004523;timenow:2021-08-24T06:30:08Z,2021-08-24T06:30:08.000Z
261015813,"BINANCE:SANDUSDTPERP, 15m",ticker:SANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.67656;timenow:2021-08-24T06:25:34Z,2021-08-24T06:25:34.000Z
261019025,"BINANCE:NKNUSDTPERP, 15m",ticker:NKNUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.49507;timenow:2021-08-24T06:15:45Z,2021-08-24T06:15:45.000Z
261019025,"BINANCE:NKNUSDTPERP, 15m",ticker:NKNUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.49526;timenow:2021-08-24T06:14:15Z,2021-08-24T06:14:15.000Z
261016865,"BINANCE:TRXUSDTPERP, 15m",ticker:TRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.09062;timenow:2021-08-24T06:12:20Z,2021-08-24T06:12:20.000Z
261016642,"BINANCE:DENTUSDTPERP, 15m",ticker:DENTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.00709;timenow:2021-08-24T06:08:31Z,2021-08-24T06:08:31.000Z
261017986,"BINANCE:RSRUSDTPERP, 15m",ticker:RSRUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:0.050415;timenow:2021-08-24T06:07:57Z,2021-08-24T06:07:57.000Z
261018644,"BINANCE:AKROUSDTPERP, 15m",ticker:AKROUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.0375;timenow:2021-08-24T06:06:32Z,2021-08-24T06:06:32.000Z
261017505,"BINANCE:CTKUSDTPERP, 15m",ticker:CTKUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:2.322;timenow:2021-08-24T05:55:47Z,2021-08-24T05:55:47.000Z
261015865,"BINANCE:RUNEUSDTPERP, 15m",ticker:RUNEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:11.79;timenow:2021-08-24T05:46:37Z,2021-08-24T05:46:37.000Z
261018734,"BINANCE:BELUSDTPERP, 15m",ticker:BELUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:2.5784;timenow:2021-08-24T05:41:47Z,2021-08-24T05:41:47.000Z
261016114,"BINANCE:NEARUSDTPERP, 15m",ticker:NEARUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:5.534;timenow:2021-08-24T05:33:47Z,2021-08-24T05:33:47.000Z
261018419,"BINANCE:RVNUSDTPERP, 15m",ticker:RVNUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.14792;timenow:2021-08-24T05:32:38Z,2021-08-24T05:32:38.000Z
261018644,"BINANCE:AKROUSDTPERP, 15m",ticker:AKROUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.03749;timenow:2021-08-24T05:32:17Z,2021-08-24T05:32:17.000Z
261017186,"BINANCE:SXPUSDTPERP, 15m",ticker:SXPUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:3.8409;timenow:2021-08-24T05:32:14Z,2021-08-24T05:32:14.000Z
261017805,"BINANCE:LINAUSDTPERP, 15m",ticker:LINAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.06479;timenow:2021-08-24T05:30:18Z,2021-08-24T05:30:18.000Z
261017505,"BINANCE:CTKUSDTPERP, 15m",ticker:CTKUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:2.322;timenow:2021-08-24T05:30:17Z,2021-08-24T05:30:17.000Z
261017805,"BINANCE:LINAUSDTPERP, 15m",ticker:LINAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.06477;timenow:2021-08-24T05:28:11Z,2021-08-24T05:28:11.000Z
261018419,"BINANCE:RVNUSDTPERP, 15m",ticker:RVNUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.14794;timenow:2021-08-24T05:26:35Z,2021-08-24T05:26:35.000Z
261017186,"BINANCE:SXPUSDTPERP, 15m",ticker:SXPUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:3.8408;timenow:2021-08-24T05:22:47Z,2021-08-24T05:22:47.000Z
261017505,"BINANCE:CTKUSDTPERP, 15m",ticker:CTKUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:2.322;timenow:2021-08-24T05:20:32Z,2021-08-24T05:20:32.000Z
261018644,"BINANCE:AKROUSDTPERP, 15m",ticker:AKROUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.0375;timenow:2021-08-24T05:19:57Z,2021-08-24T05:19:57.000Z
261016114,"BINANCE:NEARUSDTPERP, 15m",ticker:NEARUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:5.5344;timenow:2021-08-24T05:18:12Z,2021-08-24T05:18:12.000Z
261019025,"BINANCE:NKNUSDTPERP, 15m",ticker:NKNUSDTPERP;interval:15;buy:1;sell:0;buy_strong:0;sell_strong:0;close:0.49509;timenow:2021-08-24T05:17:28Z,2021-08-24T05:17:28.000Z
261018812,"BINANCE:ZRXUSDTPERP, 15m",ticker:ZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1743;timenow:2021-08-24T05:11:05Z,2021-08-24T05:11:05.000Z
261016385,"BINANCE:FTMUSDTPERP, 15m",ticker:FTMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.55993;timenow:2021-08-24T05:07:30Z,2021-08-24T05:07:30.000Z
261017505,"BINANCE:CTKUSDTPERP, 15m",ticker:CTKUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:2.322;timenow:2021-08-24T05:04:39Z,2021-08-24T05:04:39.000Z
261017186,"BINANCE:SXPUSDTPERP, 15m",ticker:SXPUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:3.8408;timenow:2021-08-24T05:00:34Z,2021-08-24T05:00:34.000Z
261018812,"BINANCE:ZRXUSDTPERP, 15m",ticker:ZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1741;timenow:2021-08-24T04:55:45Z,2021-08-24T04:55:45.000Z
261019077,"BINANCE:ZILUSDTPERP, 15m",ticker:ZILUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.1188;timenow:2021-08-24T04:55:12Z,2021-08-24T04:55:12.000Z
261016431,"BINANCE:UNIUSDTPERP, 15m",ticker:UNIUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:29.233;timenow:2021-08-24T04:51:57Z,2021-08-24T04:51:57.000Z
261019175,"BINANCE:BLZUSDTPERP, 15m",ticker:BLZUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.26676;timenow:2021-08-24T04:44:59Z,2021-08-24T04:44:59.000Z
261018591,"BINANCE:HOTUSDTPERP, 15m",ticker:HOTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.011404;timenow:2021-08-24T04:41:27Z,2021-08-24T04:41:27.000Z
261017273,"BINANCE:1INCHUSDTPERP, 15m",ticker:1INCHUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:3.4394;timenow:2021-08-24T04:32:41Z,2021-08-24T04:32:41.000Z
261018812,"BINANCE:ZRXUSDTPERP, 15m",ticker:ZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1741;timenow:2021-08-24T04:05:51Z,2021-08-24T04:05:51.000Z
261017894,"BINANCE:HNTUSDTPERP, 15m",ticker:HNTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:25.178;timenow:2021-08-24T04:00:41Z,2021-08-24T04:00:42.000Z
261018591,"BINANCE:HOTUSDTPERP, 15m",ticker:HOTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.011404;timenow:2021-08-24T03:45:29Z,2021-08-24T03:45:29.000Z
261018812,"BINANCE:ZRXUSDTPERP, 15m",ticker:ZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:1.1741;timenow:2021-08-24T03:31:08Z,2021-08-24T03:31:08.000Z
261019175,"BINANCE:BLZUSDTPERP, 15m",ticker:BLZUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:0.26677;timenow:2021-08-24T03:30:15Z,2021-08-24T03:30:15.000Z
261015083,"BINANCE:ADAUSDTPERP, 15m",ticker:ADAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:2.8474;timenow:2021-08-24T02:36:37Z,2021-08-24T02:36:37.000Z
261015220,"BINANCE:AVAXUSDTPERP, 15m",ticker:AVAXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:1;sell_strong:0;close:48.012;timenow:2021-08-24T02:20:51Z,2021-08-24T02:20:52.000Z
261019117,"BINANCE:ZENUSDTPERP, 15m",ticker:ZENUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:78.533;timenow:2021-08-24T02:00:01Z,2021-08-24T02:00:01.000Z
261019117,"BINANCE:ZENUSDTPERP, 15m",ticker:ZENUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:78.54;timenow:2021-08-24T01:59:14Z,2021-08-24T01:59:14.000Z
261017626,"BINANCE:NEOUSDTPERP, 15m",ticker:NEOUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:59.383;timenow:2021-08-24T01:20:54Z,2021-08-24T01:20:54.000Z
261018501,"BINANCE:BANDUSDTPERP, 15m",ticker:BANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:9.6927;timenow:2021-08-24T01:16:34Z,2021-08-24T01:16:34.000Z
261019390,"BINANCE:CVCUSDTPERP, 15m",ticker:CVCUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.36439;timenow:2021-08-24T01:16:00Z,2021-08-24T01:16:00.000Z
261019117,"BINANCE:ZENUSDTPERP, 15m",ticker:ZENUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:78.511;timenow:2021-08-24T01:15:31Z,2021-08-24T01:15:31.000Z
261018304,"BINANCE:RLCUSDTPERP, 15m",ticker:RLCUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:5.2432;timenow:2021-08-24T01:15:29Z,2021-08-24T01:15:29.000Z
261019117,"BINANCE:ZENUSDTPERP, 15m",ticker:ZENUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:78.501;timenow:2021-08-24T01:12:15Z,2021-08-24T01:12:15.000Z
261015951,"BINANCE:CHZUSDTPERP, 15m",ticker:CHZUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.39428;timenow:2021-08-24T01:11:45Z,2021-08-24T01:11:45.000Z
261018304,"BINANCE:RLCUSDTPERP, 15m",ticker:RLCUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:5.243;timenow:2021-08-24T01:06:29Z,2021-08-24T01:06:29.000Z
261016502,"BINANCE:ENJUSDTPERP, 15m",ticker:ENJUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:2.0632;timenow:2021-08-24T01:06:22Z,2021-08-24T01:06:22.000Z
261015083,"BINANCE:ADAUSDTPERP, 15m",ticker:ADAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:2.8474;timenow:2021-08-24T01:06:18Z,2021-08-24T01:06:18.000Z
261018812,"BINANCE:ZRXUSDTPERP, 15m",ticker:ZRXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:1.1334;timenow:2021-08-24T01:06:12Z,2021-08-24T01:06:12.000Z
261017894,"BINANCE:HNTUSDTPERP, 15m",ticker:HNTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:25.134;timenow:2021-08-24T01:06:11Z,2021-08-24T01:06:11.000Z
261018501,"BINANCE:BANDUSDTPERP, 15m",ticker:BANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:9.6862;timenow:2021-08-24T01:06:11Z,2021-08-24T01:06:11.000Z
261015220,"BINANCE:AVAXUSDTPERP, 15m",ticker:AVAXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:45.28;timenow:2021-08-24T01:05:58Z,2021-08-24T01:05:58.000Z
261015309,"BINANCE:ALICEUSDTPERP, 15m",ticker:ALICEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:16.751;timenow:2021-08-24T01:05:56Z,2021-08-24T01:05:56.000Z
261016040,"BINANCE:BCHUSDTPERP, 15m",ticker:BCHUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:669.67;timenow:2021-08-24T01:05:40Z,2021-08-24T01:05:40.000Z
261019390,"BINANCE:CVCUSDTPERP, 15m",ticker:CVCUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.36447;timenow:2021-08-24T01:05:35Z,2021-08-24T01:05:35.000Z
261017232,"BINANCE:QTUMUSDTPERP, 15m",ticker:QTUMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:13.595;timenow:2021-08-24T01:05:34Z,2021-08-24T01:05:34.000Z
261015185,"BINANCE:XRPUSDTPERP, 15m",ticker:XRPUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:1.2285;timenow:2021-08-24T01:05:03Z,2021-08-24T01:05:03.000Z
261017273,"BINANCE:1INCHUSDTPERP, 15m",ticker:1INCHUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:3.3592;timenow:2021-08-24T01:05:00Z,2021-08-24T01:05:00.000Z
261015813,"BINANCE:SANDUSDTPERP, 15m",ticker:SANDUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.65746;timenow:2021-08-24T01:04:51Z,2021-08-24T01:04:51.000Z
261016601,"BINANCE:VETUSDTPERP, 15m",ticker:VETUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.12948;timenow:2021-08-24T01:04:43Z,2021-08-24T01:04:43.000Z
261016642,"BINANCE:DENTUSDTPERP, 15m",ticker:DENTUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.006872;timenow:2021-08-24T01:04:25Z,2021-08-24T01:04:25.000Z
261018170,"BINANCE:AUDIOUSDTPERP, 15m",ticker:AUDIOUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:2.987;timenow:2021-08-24T01:03:53Z,2021-08-24T01:03:53.000Z
261016461,"BINANCE:AAVEUSDTPERP, 15m",ticker:AAVEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:404.4;timenow:2021-08-24T01:03:32Z,2021-08-24T01:03:32.000Z
261016074,"BINANCE:TLMUSDTPERP, 15m",ticker:TLMUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.2941;timenow:2021-08-24T01:03:31Z,2021-08-24T01:03:31.000Z
261018734,"BINANCE:BELUSDTPERP, 15m",ticker:BELUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:2.5068;timenow:2021-08-24T01:03:30Z,2021-08-24T01:03:30.000Z
261019279,"BINANCE:YFIUSDTPERP, 15m",ticker:YFIUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:39694;timenow:2021-08-24T01:03:27Z,2021-08-24T01:03:27.000Z
261015986,"BINANCE:ICPUSDTPERP, 15m",ticker:ICPUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:64.86;timenow:2021-08-24T01:03:13Z,2021-08-24T01:03:13.000Z
261015134,"BINANCE:AXSUSDTPERP, 15m",ticker:AXSUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:75.75;timenow:2021-08-24T01:00:14Z,2021-08-24T01:00:14.000Z
261018342,"BINANCE:ICXUSDTPERP, 15m",ticker:ICXUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:1.5257;timenow:2021-08-24T01:00:09Z,2021-08-24T01:00:09.000Z
261015630,"BINANCE:EOSUSDTPERP, 15m",ticker:EOSUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:5.505;timenow:2021-08-24T01:00:02Z,2021-08-24T01:00:02.000Z
261015951,"BINANCE:CHZUSDTPERP, 15m",ticker:CHZUSDTPERP;interval:15;buy:0;sell:1;buy_strong:0;sell_strong:0;close:0.39431;timenow:2021-08-24T00:53:07Z,2021-08-24T00:53:07.000Z
261015309,"BINANCE:ALICEUSDTPERP, 15m",ticker:ALICEUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:16.751;timenow:2021-08-24T00:52:32Z,2021-08-24T00:52:32.000Z
261016821,"BINANCE:MANAUSDTPERP, 15m",ticker:MANAUSDTPERP;interval:15;buy:0;sell:0;buy_strong:0;sell_strong:1;close:0.8912;timenow:2021-08-24T00:52:32Z,2021-08-24T00:52:32.000Z
